ring_ID,Week_Day,Month_Date,Month,Year,Time,Doorbot_Description,Kind,Detection_Type
6981309923379121000,Sun,04,Jul,2021,22:28:04,Front Door,motion,human
6981310198257028000,Sun,04,Jul,2021,22:29:08,Front Door,motion,human
6981310567624216000,Sun,04,Jul,2021,22:30:34,Front Door,motion,other_motion
6981311078725324000,Sun,04,Jul,2021,22:32:33,Front Door,motion,other_motion
6981313363647925000,Sun,04,Jul,2021,22:41:25,Front Door,motion,other_motion
6981313720130211000,Sun,04,Jul,2021,22:42:48,Front Door,motion,human
6981314338605501000,Sun,04,Jul,2021,22:45:14,Front Door,motion,other_motion
6981317675795090000,Sun,04,Jul,2021,22:58:09,Front Door,motion,other_motion
6981320179761024000,Sun,04,Jul,2021,23:07:53,Front Door,motion,human
6981321549855591000,Sun,04,Jul,2021,23:13:10,Front Door,motion,other_motion
6981358658373029000,Mon,05,Jul,2021,01:37:12,Front Door,motion,human
6981378887668993000,Mon,05,Jul,2021,02:55:41,Front Door,motion,human
6981379209791540000,Mon,05,Jul,2021,02:56:56,Front Door,motion,human
6981411215887830000,Mon,05,Jul,2021,05:01:09,Front Door,motion,other_motion
6981453852028177000,Mon,05,Jul,2021,07:46:36,Front Door,motion,human
6981454139790986000,Mon,05,Jul,2021,07:47:43,Front Door,motion,human
6981464954518638000,Mon,05,Jul,2021,08:29:40,Front Door,motion,human
6981465706137914000,Mon,05,Jul,2021,08:32:36,Front Door,motion,human
6981471938135461000,Mon,05,Jul,2021,08:56:46,Front Door,motion,human
6981472286027812000,Mon,05,Jul,2021,08:58:08,Front Door,motion,human
6981472895913168000,Mon,05,Jul,2021,09:00:29,Front Door,motion,human
6981473205150813000,Mon,05,Jul,2021,09:01:41,Front Door,motion,human
6981481782200503000,Mon,05,Jul,2021,09:34:58,Front Door,motion,human
6981490243286076000,Mon,05,Jul,2021,10:07:48,Front Door,motion,human
6981490556818689000,Mon,05,Jul,2021,10:09:02,Front Door,motion,human
6981495547570687000,Mon,05,Jul,2021,10:28:23,Front Door,motion,human
6981496419449048000,Mon,05,Jul,2021,10:31:46,Front Door,motion,human
6981504476807695000,Mon,05,Jul,2021,11:03:02,Front Door,motion,human
